analysis_id,wave,level,outcome_id,outcome_var,predictor_var,outcome_label,family,tier,evidence_class,timing_role,treatment_var,source_result_file,canonical_spec,supporting_specs,multiplicity_family,denominator,estimand_label,paper_role,spec_id,estimand,estimator,sample_rule,weighting,vce,p,q,kernel,bwselect,tuning_value,h_left,h_right,b_left,b_right,scale,n_input,n_eff_left,n_eff_right,ccpp_left,ccpp_right,clusters,estimate_cl,estimate_bc,standard_error,pvalue,ci_low,ci_high,first_stage_f,weak_robust_p,wild_cluster_p,underid_p,estimation_rc,p_holm,q_bh,analysis_status
M17I_I05,2017,individual,I05,employed_age14_2017,,Employed in the reference week,labor,primary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,primary_2017_individual,Linked persons age 14 or older with valid labor status,fuzzy_late_on_mechanism_outcome,main,parametric_common_h,parametric_late,ivreg2,selected_bc_primary_individual,ccpp_equal,cr1 cluster_ruv,1,2,triangular,manual,.0074999998,.0074999998,.0074999998,.0135,.0135,100,5453,3693,1760,39,22,61,-13.008684,-13.008684,7.414052,.079328008,-27.540226,1.5228574,20.903688,.11280298,.1180236,.0035226552281529,0,.55529606,.26197144,estimated
M17I_M01,2017,individual,M01,internet_2017,,Household has internet,connectivity,mechanism,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,mechanism_2017_individual,Linked persons with a valid current-household internet response,fuzzy_late_on_mechanism_outcome,mechanism,common_h_reduced_form,reduced_form,rdrobust,selected_bc_individual,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,82062,6582,2823,41,23,64,2.5837989,3.6223915,2.7724113,.19135363,-1.8114347,9.0562181,,,,,0,.38270727,.38270727,estimated
M17I_M01,2017,individual,M01,internet_2017,,Household has internet,connectivity,mechanism,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,mechanism_2017_individual,Linked persons with a valid current-household internet response,fuzzy_late_on_mechanism_outcome,mechanism,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17I_M02,2017,individual,M02,wellbeing_connectivity_2017,,Connectivity wellbeing domain,connectivity,mechanism,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,mechanism_2017_individual,Linked persons with valid phone internet and cable responses,fuzzy_late_on_mechanism_outcome,mechanism,common_h_reduced_form,reduced_form,rdrobust,selected_bc_individual,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,82062,6582,2823,41,23,64,-.10539526,.14358272,5.922442,.98065811,-11.46419,11.751355,,,,,0,.98065811,.98065811,estimated
M17I_M02,2017,individual,M02,wellbeing_connectivity_2017,,Connectivity wellbeing domain,connectivity,mechanism,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,mechanism_2017_individual,Linked persons with valid phone internet and cable responses,fuzzy_late_on_mechanism_outcome,mechanism,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17I_S11,2017,individual,S11,moved_district_2013_2017,,Lives in another district,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_individual,Linked persons with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_individual,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,83717,6325,2864,40,22,62,11.166969,13.373952,10.619475,.20789322,-7.4398379,34.18774,,,,,0,.83157289,.43172428,estimated
M17I_S11,2017,individual,S11,moved_district_2013_2017,,Lives in another district,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_individual,Linked persons with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17I_S12,2017,individual,S12,moved_province_2013_2017,,Lives in another province,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_individual,Linked persons with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_individual,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,83717,6325,2864,40,22,62,8.1732092,9.2214804,10.395497,.37504399,-11.15332,29.596281,,,,,0,.83157289,.45330733,estimated
M17I_S12,2017,individual,S12,moved_province_2013_2017,,Lives in another province,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_individual,Linked persons with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17I_S13,2017,individual,S13,moved_department_2013_2017,,Lives in another department,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_individual,Linked persons with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_individual,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,83717,6325,2864,40,22,62,6.671308,7.7288237,10.306299,.45330733,-12.471151,27.928799,,,,,0,.83157289,.45330733,estimated
M17I_S13,2017,individual,S13,moved_department_2013_2017,,Lives in another department,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_individual,Linked persons with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17I_S14,2017,individual,S14,moved_district_2012_2017,,Lived in another district five years earlier,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_individual,Linked persons age five or older with a valid retrospective residence response,fuzzy_late_total_migration,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_individual,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,85519,6953,2877,41,23,64,6.2790637,6.9734521,4.8522959,.15067685,-2.5368733,16.483778,,,,,0,.75338423,.43172428,estimated
M17I_S14,2017,individual,S14,moved_district_2012_2017,,Lived in another district five years earlier,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_individual,Linked persons age five or older with a valid retrospective residence response,fuzzy_late_total_migration,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17I_S20,2017,individual,S20,labor_force_age14_2017,,In the labor force,labor,secondary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,labor_2017_individual,Linked persons age 14 or older with valid labor status,fuzzy_late_on_mechanism_outcome,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_individual,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,68845,5414,2282,41,23,64,-8.8333511,-8.3303623,7.8947821,.29134616,-23.80385,7.1431265,,,,,0,.58269233,.35516933,estimated
M17I_S20,2017,individual,S20,labor_force_age14_2017,,In the labor force,labor,secondary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,labor_2017_individual,Linked persons age 14 or older with valid labor status,fuzzy_late_on_mechanism_outcome,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17I_S21,2017,individual,S21,unemployed_laborforce_2017,,Unemployed,labor,secondary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,labor_2017_individual,Linked persons age 14 or older in the labor force,fuzzy_late_on_mechanism_outcome,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_individual,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,34713,2673,1065,41,23,64,4.6154652,4.1161141,4.451735,.35516933,-4.6091261,12.841354,,,,,0,.58269233,.35516933,estimated
M17I_S21,2017,individual,S21,unemployed_laborforce_2017,,Unemployed,labor,secondary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,labor_2017_individual,Linked persons age 14 or older in the labor force,fuzzy_late_on_mechanism_outcome,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17I_S39,2017,individual,S39,household_member_abroad_2017,,Household has a member abroad,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_individual,Linked persons with a valid current-household emigration response,fuzzy_late_total_migration,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_individual,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,82062,6582,2823,41,23,64,5.3401575,6.2039762,5.4966855,.25903457,-4.5693293,16.977282,,,,,0,.83157289,.43172428,estimated
M17I_S39,2017,individual,S39,household_member_abroad_2017,,Household has a member abroad,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_individual,Linked persons with a valid current-household emigration response,fuzzy_late_total_migration,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
